commentRate,productRate,starRate,stt,timeRate,userRate
"\u0110\u00f3ng h\u00e0ng r\u1ea5t ch\u1eafc ch\u1eafn,m\u1eabu m\u00e3 \u0111\u1eb9p sang,m\u1edbi th\u1eed ch\u01b0a bi\u1ebft s\u1eed d\u1ee5ng l\u00e2u th\u1ebf n\u00e0o,l\u1ea7n sau y\u00eau c\u1ea7u shop \u0111\u1ec1 ngh\u1ecb nh\u00e2n vi\u00ean giao h\u00e0ng cho kh\u00e1ch ki\u1ec3m tra h\u00e0ng",35250138,1,24,1583132830,Truc Nguyen
"h\u00ecnh nh\u01b0 s\u1ea3n ph\u1ea9m b\u1ecb l\u1ed7i, c\u1ee9 ch\u1ea1y \u0111\u01b0\u1ee3c n\u1eeda th\u1eddi gian hi\u1ec7n tr\u00ean \u0111\u1ed3ng h\u1ed3 l\u00e0 t\u1ef1 ng\u1eaft, v\u00ed d\u1ee5 set 3 ph\u00fat th\u00ec 1 ph\u00fat 30 gi\u00e2y sau n\u00f3 t\u1ef1 ng\u1eaft\nkh\u00f4ng hi\u1ec3u ???",35250138,3,25,1606570441,LE LY PHUONG HANG
"l\u00f2 r\u1ea5t \u0111\u1eb9p. tuy nhi\u00ean s\u1ee9c n\u00f3ng t\u1eadp trung g\u1ea7n nh\u01b0 ngay trung t\u00e2m, n\u00ean n\u1ea5u m\u00f3n c\u00f3 n\u01b0\u1edbc th\u00ec ok c\u00f2n m\u00f3n kh\u00f4ng n\u01b0\u1edbc th\u00ec ch\u1ec9 ch\u00edn \u1edf gi\u1eefa, ph\u1ea3i \u0111\u1ea3o th\u1ee9c \u0103n nhi\u1ec1u l\u1ea7n",35250138,5,26,1595480215,T\u00e2m Th\u1ea3o
"M\u1eabu m\u00e3 r\u1ea5t \u0111\u1eb9p v\u00e0 sang tr\u1ecdng. C\u00e1c n\u00fat ch\u1ee9c n\u0103ng ti\u1ec7n l\u1ee3i, d\u1ec5 s\u1eed d\u1ee5ng.\nTuy nhi\u00ean, m\u00e1y kh\u00e1 y\u1ebfu, m\u1ea5t kh\u00e1 nhi\u1ec1u th\u1eddi gian \u0111\u1ec3 r\u00e3 \u0111\u00f4ng th\u1ef1c ph\u1ea9m v\u00e0 h\u00e2m n\u00f3ng \u0111\u1ed3 \u0103n.",35250138,3,27,1586579070,Hu\u1ef3nh  Nh\u01b0
L\u1ea7n \u0111\u1ea7u giao b\u1ecb l\u1ed7i. Nh\u01b0ng tiki h\u1ed7 tr\u1ee3 \u0111\u1ed5i tr\u1ea3 r\u1ea5t nhi\u1ec7t t\u00ecnh. S\u1ea3n ph\u1ea9m thi\u1ebft k\u1ebf \u0111\u1eb9p. Ch\u01b0a x\u00e0i l\u00e2u n\u00ean ch\u01b0a \u0111\u00e1nh gi\u00e1 ch\u1ea5t l\u01b0\u1ee3ng,35250138,5,28,1600484298,Nguy\u1ec5n V\u00e2n
\u0110i\u1ec1u khi\u1ec3n h\u1ebft pin kh\u00f4ng d\u00f9ng \u0111\u01b0\u1ee3c. Bao b\u00ec b\u1ea3o v\u1ec7 m\u00e0ng l\u1ecdc \u0111\u00e3 b\u1ecb b\u00f3c ra t\u1eeb tr\u01b0\u1edbc.,47793269,1,10,1607952775,hoang le
M\u00e1y v\u1eadn h\u00e0nh \u00eam. \u0110\u00f3ng g\u00f3i c\u1eadn th\u1eadn..,47793269,5,11,1605346000,\u0110inh Quang Kh\u00e1nh 
M\u00e1y b\u1eadt ch\u1ebf \u0111\u1ed9 qu\u1ea1t th\u1ea5p nh\u1ea5t m\u00e0 b\u1ecb rung l\u1eafc. Ko bi\u1ebft do l\u1ed7i hay m\u00e1y nh\u01b0 v\u1eady,47793269,4,12,1606992711,Tr\u1ea7n Th\u00e1i Linh
"m\u00e1y t\u1ed1t, nh\u01b0ng kh\u00f4ng bi\u1ebft ch\u1ea5t l\u01b0\u1ee3ng l\u1ecdc th\u1ebf n\u00e0o",47793269,5,13,1608288456,L\u01b0\u01a1ng H\u1eefu Nam
"M\u00e1y \u1ed3n qu\u00e1, \u0111\u1ec3 \u1edf ch\u1ebf \u0111\u1ed9 ng\u1ee7 tuy \u0111\u00e8n t\u1eaft cho b\u1edbt s\u00e1ng nh\u01b0ng ti\u1ebfng m\u00e1y k\u00eau v\u1eabn r\u1ea5t to.",47793269,3,14,1581515127,Nguyen Thanh Huyen
s\u1ea3n ph\u1ea9m ok ch\u1ea1y \u00eam nh\u01b0ng ch\u01b0a bi\u1ebft t\u1ea5m l\u1ecdc n\u1ebfu thay mua \u1edf \u0111\u00e2u,47793269,5,15,1605658214,L\u00ea V\u0103n Long 
"Gi\u00e1 r\u1ebb,ship h\u00e0ng c\u1ee5c nhanh.C\u00f2n ch\u1ea5t l\u01b0\u1ee3ng ch\u01b0a bi\u1ebft sao.T\u1ea1m h\u00e0i l\u00f2ng",47793269,5,16,1606791783,Tr\u1ea7n Ho\u00e0i Trung
H\u00e0ng d\u00f9ng kh\u00e1 t\u1ed1t. Ch\u01b0a k\u00edch ho\u1ea1t \u0111\u01b0\u1ee3c b\u1ea3o h\u00e0nh theo h\u01b0\u1edbng d\u1eabn.,47793269,5,17,1608002139,Tong hop Tai lieu
"r\u1ea5t t\u1ed1t so v\u1edbi gi\u00e1 ti\u1ec1n, h\u00e0ng \u0111\u00fang th\u00f4ng tin m\u00f4 t\u1ea3, giao h\u00e0ng nhanh",47793269,5,18,1604382378,iluv k
"h\u00ecnh th\u1ee9c \u0111\u1eb9p, ch\u1ea1y \u00eam, gi\u00e1 c\u1ea3 H\u1ee3p t\u00fai ti\u1ec1n, \u1ee7ng h\u1ed9 shop",47793269,4,19,1607050997,\u0110\u1eb7ng Th\u00e1i M\u1ea1nh H\u00f9ng 
"h\u00e0ng h\u1ecfng l\u1ed7i c\u0169ng mang giao cho kh\u00e1ch. Tiki n\u00ean ch\u00fa \u00fd khi c\u00e1c h\u00e3ng g\u1eedi h\u00e0ng v\u1ec1 giao cho kh\u00e1ch, g\u1ea7n nh\u01b0 l\u00e0 kh\u00f4ng c\u00f3 tr\u00e1ch nhi\u1ec7m",48025253,1,83,1589163576,Binh Nguyen Vu
c\u00f3 l\u1ebd xay kh\u00f4ng \u0111\u01b0\u1ee3c nhuy\u1ec5n l\u1eafm. nh\u1edb b\u1ea5m nhanh 2 c\u00e1i li\u00ean ti\u1ebfp th\u00ec m\u1edbi ch\u1ea1y. l\u00fac \u0111\u1ea7u m kh\u00f4ng bi\u1ebft c\u1eed t\u01b0\u1edfng b\u1ecb h\u1ecfng,48025253,5,84,1583158656,Anh Tran
"M\u00ecnh th\u1ea5y s\u1ea3n ph\u1ea9m n\u00e0y m\u1eabu m\u00e3 \u0111\u1eb9p v\u00e0 ti\u1ec7n cho m\u00ecnh,m\u00ecnh r\u1ea5t th\u00edch s\u1ea3n ph\u1ea9m n\u00e0y.",48025253,5,85,1602836639,Lan Chi
"v\u1eabn \u0111ag trong t\u00ecnh tr\u1ea1ng s\u1eed d\u1ee5ng. chua th\u1ea5y v\u1ea5n \u0111\u1ec1 l\u1ed7i n\u00e0o x\u1ea3y ra, nhi\u1ec7t \u0111\u1ed9 n\u00f3ng nhah, ko bi\u1ebft c\u00f3 hao \u0111i\u1ec7n ko th\u00f4i.",1460199,5,51,1572498779,Th\u00e1i Ti\u00ean
"h\u00e0ng t\u1ed1t, n\u00f3ng nhanh, gi\u1eef nhi\u1ec7t t\u1ed1t tr\u00ean b\u1ec1 m\u1eb7t. Ch\u00fa \u00fd l\u00e0 k\u00edch th\u01b0\u1edbc c\u1ee7a b\u1ebfp h\u01a1n nh\u1ecf, ph\u00f9 h\u1ee3p v\u1edbi 3-4 ng\u01b0\u1eddi \u0103n",1460199,5,52,1599704006,Nguy\u1ec5n Ho\u00e0ng Minh
B\u1ebfp m\u00ecnh mua v\u1ec1 n\u01b0\u1edbng kh\u00f4ng t\u1ef1 ng\u1eaft \u0111i\u1ec7n m\u00e0 c\u00f2n sinh kh\u00f3i r\u1ea5t nhi\u1ec1u n\u1eefa l\u00e0m \u0111\u1ee9t lu\u00f4n c\u1ea3 c\u1ea7u ch\u00ec \nT\u00f4i mong TIKI \u0111\u1ed5i l\u1ea1i h\u00e0ng kh\u00e1c d\u00f9m ..,1460199,3,53,1592126594,Hieu Tran
T\u1eaft b\u1ebfp b\u1eb1ng c\u00e1ch ch\u1ec9nh v\u1ec1 n\u00fat OFF. v\u1eady n\u00fat OFF n\u1eb1m ch\u1ed7 n\u00e0o v\u1eady shop. c\u00f3 ph\u1ea3i s\u1ed1 0 nh\u01b0 tr\u00ean h\u00ecnh ko?,1460199,4,54,1606737937,V\u00f5 Minh Trung
Ch\u01b0a h\u00e0i l\u00f2ng v\u1ec1 s\u1ea3n ph\u1ea9m n\u00e0y l\u1eafm: t\u1ef1 \u0111\u1ed9ng gi\u1ea3m nhi\u1ec7t \u0111\u1ed9 khi \u0111\u1ec3 y\u00ean t\u1ea1i 1 s\u1ed1 (mu\u1ed1n gi\u1eef nhi\u1ec7t \u0111\u1ed9 t\u1ea1i 1 s\u1ed1 th\u00ec ph\u1ea3i b\u1eadt \u0111i b\u1eadt l\u1ea1i); giao h\u00e0ng ch\u1eadm,1460199,3,55,1551509750,Chu Thu\u1ef3 D\u01b0\u01a1ng
B\u1ebfp c\u1eafm \u0111i\u1ec7n ch\u1ea1y \u0111\u01b0\u1ee3c 3 ph\u00fat xong ng\u1eaft \u0111i\u1ec7n lu\u00f4n kh\u00f4ng c\u00f3 ch\u00fat h\u01a1i n\u00f3ng n\u00e0o b\u1ed1c l\u00ean. C\u1ea3m gi\u00e1c b\u1ecb l\u1eeba. C\u1ea1ch lu\u00f4n tiki \u0111\u1ebfn gi\u00e0,1460199,1,56,1568431470,Nguy\u1ec5n \u0110\u1ee9c Anh
"B\u1ebfp n\u00f3ng nhanh, n\u01b0\u1edbng nhanh, ko b\u1ecb s\u00e1t. B\u1ebfp t\u1ef1 ng\u1eaft h\u01a1i l\u00e2u, n\u00ean \u0111i\u1ec1u ch\u1ec9nh linh ho\u1ea1t khi n\u01b0\u1edbng \u0111\u1ec3 ko b\u1ecb \u1ea3nh h\u01b0\u1edfng b\u1edfi ch\u1ebf \u0111\u1ed9 t\u1ef1 ng\u1eaft c\u1ee7a b\u1ebfp",1460199,5,57,1570100935,Nguy\u1ec5n T\u00e0i
Ph\u00e2n v\u00e2n m\u00e3i gi\u1eefa em philip v\u00e0 e blue v\u00e0 ch\u1ed1t l\u1ea1i l\u00e0 em \u00fd. M\u00e1y kh\u00f4ng n\u1eb7ng nh\u01b0 m\u00ecnh ngh\u0129. \u0110\u00e1nh tr\u1ee9ng si\u00eau th\u00edch. C\u1ea3m \u01a1n b\u1ea1n ship m\u01b0a to gi\u00f3 b\u00e3o v\u1eabn ship \u0111\u00fang gi\u1edd cho m\u00ecnh. C\u00e1m \u01a1n tiki nhi\u1ec1u. \u00c0 m\u00e0 mua \u0111\u00fang l\u00fac flash sale l\u00e0 539k c\u1ed9ng th\u00eam voucher 30k l\u00e0 m\u00ecnh \u0111\u00e3 mua ch\u1ec9 gi\u00e1 509k v\u00e0 freeship,359479,5,0,1602834168,nguyen thi thanh thu\u1ef3
"M\u00ecnh \u0111\u00e3 mua s\u1ea3n ph\u1ea9m n\u00e0y v\u00e0 m\u1edbi khui box \u0111\u1ec3 s\u1eed d\u1ee5ng th\u00ec th\u1ea5y b\u00e0n l\u00e0 ko ho\u1ea1t \u0111\u1ed9ng, ko n\u00f3ng v\u00e0 tho\u00e1t h\u01a1i n\u01b0\u1edbc ra. L\u00e0m c\u00e1ch n\u00e0o \u0111\u1ec3 li\u00ean h\u1ec7 b\u1ea3o h\u00e0nh?",16550144,2,9,1591066209,Ng\u00f4 H\u1ea3i Nhi
B\u00e0n \u1ee7i d\u1ec5 x\u00e0i v\u00e0 \u1ee7i \u0111\u1ed3 ph\u1eb3ng. tuy nhi\u00ean c\u1ea7m tay kh\u00e1 n\u1eb7ng khi c\u00f3 n\u01b0\u1edbc v\u00e0 mi\u1ebfng nh\u1ef1a g\u1eafn k\u00e8m d\u1ec5 b\u1ecb ch\u1ea3y nh\u1ef1a khi b\u1ecb h\u01a1i n\u01b0\u1edbc n\u00f3ng d\u00f9 ch\u1ec9 m\u1edbi \u1ee7i 1 c\u00e1i \u00e1o.,16550144,4,10,1600872189,Thao Nguyen
"B\u00e0n \u1ee7i x\u00e0i t\u1ed1t, n\u01b0\u1edbc m\u1ea1nh v\u00e0 nhanh ph\u1eb3ng \u0111\u1ed3. v\u1edbi c\u00e1c linh ki\u1ec7n \u0111i th\u00e8m th\u00ec h\u01a1i m\u1ecfng. kh\u00f4ng c\u1ea7n s\u1eed d\u1ee5ng c\u00e1c ph\u1ee5 ki\u1ec7n \u0111i k\u00e8m v\u1eabn \u1ee7i t\u1ed1t nh\u01b0 th\u01b0\u1eddng lu\u00f4n.",16550144,5,11,1603701025,Nguy\u1ec5n Y\u1ebfn Nhi
"Tr\u01b0\u1edbc khi \u0111i ch\u00e2u \u00c2u m\u00ecnh mua c\u00e1i n\u00e0y v\u00e0 c\u1ef1c k\u1ef3 h\u00e0i l\u00f2ng. \u1ee6i h\u01a1i n\u01b0\u1edbc n\u00ean r\u1ea5t nhanh th\u1eb3ng, c\u1ea3 gia \u0111\u00ecnh m\u00ecnh \u0111\u1ec1u th\u00edch! R\u1ea5t ti\u1ec7n l\u1ee3i cho ai th\u00edch \u0111i du l\u1ecbch v\u00e0 di\u1ec7n \u0111\u1ed3 \u0111\u1eb9p!",16550144,5,12,1574559163,Nguy\u1ec5n Minh Tri\u1ebft
"M\u00ecnh m\u1edbi \u1ee7i v\u00e0i c\u00e1i \u0111\u00e3 b\u1ecb t\u00ecnh tr\u1ea1ng nh\u01b0 h\u00ecnh: Mi\u1ebfng nh\u1ef1a b\u1ecb ch\u1ea3y, mi\u1ebfng d\u00e1n b\u1ecb bung. Gi\u1edd gi\u1ea3i quy\u1ebft sao \u0111\u00e2y Tiki?",16550144,1,13,1589352940,L\u01b0\u01a1ng Thi\u00ean Ch\u01b0\u01a1ng
"h\u00ed h\u1eedng nh\u1eadn h\u00e0ng, l\u00f4i ra test li\u00ean nh\u01b0ng \u1ee7i ko th\u1eb3ng n\u1ed5i d\u00f9nlf ch\u00e2n v\u00e1y kaki m\u00f3ng, th\u1ea5t v\u1ecdng mu\u1ed1n tr\u1ea3 h\u00e0ng nh\u01b0ng ko \u0111\u01b0\u1ee3c do \u0111\u00e3 m\u1edf h\u00e0ng ra test. b\u00f9n >.",16550144,1,14,1578929627,Ngoc Bich
"B\u00e0n \u1ee7i x\u00e0i t\u1ed1t, duy ch\u1ec9 c\u00f3 \u0111i\u1ec1u n\u1eb7ng qu\u00e1 v\u00ec c\u1ea3 b\u00e0n \u1ee7i v\u00e0 n\u01b0\u1edbc c\u1ea7m c\u1ee9 nh\u01b0 t\u1eadp t\u1ea1. \u1ee6i kho\u1ea3ng 3 c\u00e1i v\u00e1y l\u00e0 h\u1ebft n\u01b0\u1edbc. Kh\u00f4ng ti\u1ec7n \u0111\u1ec3 \u0111i du l\u1ecbch v\u00ec kh\u00e1 c\u1ed3ng k\u1ec1nh.",16550144,4,15,1578888728,Tra Tran
"H\u00e0ng c\u00f3 b\u1ea3o h\u00e0nh kg TK, m\u1edbi s\u1eed d\u1ee5ng v\u00e0i l\u1ea7n m\u00e0 \u0111\u00e3 b\u1ecb th\u1ebf n\u00e0y r\u1ed3i, n\u01b0\u1edbc trong b\u00ecnh c\u0169ng b\u1ecb r\u1ec9 n\u1eefa.",16550144,1,16,1580751520,nguy\u1ec5n thanh uy\u00ean
"Trc khi mua kh\u00e1 lo v\u00ec \u0111\u1ecdc review x\u1ea5u h\u01a1i nhi\u1ec1u. Nh\u01b0ng sau khi mua v\u1ec1 d\u00f9ng th\u00ec th\u1ea5y ok, l\u00e0 qu\u1ea7n \u00e1o ti\u1ec7n h\u01a1n b\u00e0n \u1ee7i, l\u00e0 nhanh v\u00e0 c\u00f3 th\u1ec3 di \u0111\u1ed9ng.",16550144,5,17,1586273525,Ch\u01a1n T\u00e2m Thanh
"H\u00e0ng \u0111\u01b0\u1ee3c \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn. Giao \u0111\u00fang h\u1eb9n. Ch\u1ea5t l\u01b0\u1ee3ng \u0111\u1ea3m b\u1ea3o, kh\u00f4ng b\u1ecb tr\u1ea7y x\u01b0\u1edbc.",16550144,5,18,1605894946,\u0110\u1eb6NG TR\u1ea6N HO\u00c0NG
"Giao h\u00e0ng tr\u1ec5 1 ng\u00e0y nh\u01b0ng \u0111\u1ea7y \u0111\u1ee7 ph\u1ee5 ki\u1ec7n , \u0111\u00e3 th\u1eed rang \u0111\u1eadu ph\u1ed9ng b\u1eb1ng l\u1ed3ng quay r\u1ea5t t\u1ed1t ,  qu\u1ea1t gi\u00f3 h\u01a1i \u1ed3n nh\u01b0ng  n\u00f3i chung h\u00e0ng t\u1ed1t , gi\u1ea5y b\u1ea3o h\u00e0nh ch\u1eb3ng ghi g\u00ec ...mong kh\u00f4ng ph\u1ea3i \u0111i b\u1ea3o h\u00e0nh",56363032,4,16,1608214466,tr\u1ea7n ng\u1ecdc th\u00fay
"Giao h\u00e0ng r\u1ea5t nhanh. \u0110\u1ea7y \u0111\u1ee7 ph\u1ee5 ki\u1ec7n v\u00e0 qu\u00e0 t\u1eb7ng lu\u00f4n. Ch\u1ec9 h\u01a1i phi\u1ec1n t\u00fd l\u00e0 do h\u1ed9p \u0111\u00e3 khui v\u00e0 d\u00e1n l\u1ea1i, ch\u1eafc \u0111\u00f3 m\u1edf ki\u1ec3m h\u00e0ng. V\u1eady \u0111\u00f3, ch\u01b0a d\u00f9ng th\u1eed nh\u01b0ng v\u1eabn c\u1ea3m th\u1ea5y h\u00e0i l\u00f2ng. Thanks Tiki.",56363032,5,17,1598599702,V\u0169 Minh \u00c1I
"h\u00e0ng sd \u1ed5n, b\u1ec1 m\u1eb7t b\u00ean trong c\u00f3 v\u1ebft x\u01b0\u1edbc d\u00e0i, k b\u00edt do shop hay do v\u1eadn chuy\u1ec3n, cho 3 sao th\u00f4i v\u00ec mua xong gi\u00e1 sale c\u00f2n th\u1ea5p h\u01a1n v\u00e0 d\u1ecbch v\u1ee5 h\u1ed7 tr\u1ee3 ch\u01b0a t\u1ed1t l\u1eafm.",56363032,3,18,1607816960,T\u1ea5n H\u01b0ng Nguy\u1ec5n
Hi v\u1ecdng l\u00e0 d\u00f9ng t\u1ed1t m\u1eb7c d\u00f9 \u1edf c\u00e1nh l\u00e0 nh\u1ef1a m\u00e0 c\u00f2n x\u01b0\u1edbc n\u1eefa. M\u00ecnh l\u01b0\u1eddi \u0111\u1ed5i qua l\u1ea1i qu\u00e1 n\u00ean k b\u00e1o tiki \u0111\u1ed5i h\u00e0ng.,56363032,4,19,1598432338,Mai Y\u1ebfn Nhi
"l\u00f2 to so v\u1edbi d\u1ef1 ki\u1ebfn, \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn, h\u01a1i c\u00f3 v\u1ebft tr\u1ea7y x\u01b0\u1edbc nh\u01b0ng \u0111\u1ea7y \u0111\u1ee7 ph\u1ee5 ki\u1ec7n. giao h\u00e0ng s\u1edbm h\u01a1n d\u1ef1 ki\u1ebfn. ph\u1ea3i d\u00f9ng m\u1edbi bi\u1ebft v\u1ec1 ch\u1ea5t l\u01b0\u1ee3ng.",56363032,5,20,1603157244,Mai Anh
r\u1ea5t h\u00e0i l\u00f2ng. s\u1ea3n ph\u1ea9m ti\u1ec7n d\u1ee5ng. d\u1ec5 x\u00e0i. ko m\u1ea5t tg \u0111\u1ee9ng chi\u00ean \u0111\u1ed3. c\u00f3 th\u1ec3 d\u00f9ng rang \u0111\u1eadu c\u00e1c th\u1ee9. l\u00f2 v\u1eeba ch\u1ee9 kh\u00f4ng qu\u00e1 to v\u00e0 ko chi\u1ebfm di\u1ec7n t\u00edch m\u1ea5y. th\u1ea5y \u00eam h\u01a1n n\u1ed3i chi\u00ean,56363032,5,21,1601671773,V\u00f5 th\u1ecb tr\u00fac l\u00ea
Tiki \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn v\u00e0 giao h\u00e0ng nhanh. H\u00e0ng nh\u1eadn r\u1ea5t \u01b0ng \u00fd nh\u01b0ng ch\u01b0a s\u1eed d\u1ee5ng n\u00ean kh\u00f4ng th\u1ec3 \u0111\u00e1nh gi\u00e1 ch\u1ea5t l\u01b0\u1ee3ng c\u1ee7a l\u00f2 chi\u00ean kh\u00f4ng kh\u00ed 12 l\u00edt n\u00e0y. C\u1ea3m \u01a1n Tiki,56363032,5,22,1605451334,\u0110\u1eb7ng B\u0103ng T\u00e2m
"M\u00ecnh th\u1eed n\u01b0\u1edbng th\u1ecbt r\u1ed3i, ok \u0111\u00f3 \u1ea1. N\u1ed3i to n\u01b0\u1edbng \u0111\u01b0\u1ee3c c\u1ea3 g\u00e0 h\u00e0ng k l\u1ed7i g\u00ec, d\u1ec5 s\u1eed d\u1ee5ng c\u0169ng k k\u00eau qu\u00e1 to nh\u01b0 m\u1ecdi ng\u01b0\u1eddi n\u00f3i, t\u1eb7ng 5* cho shop nh\u00e9 ^^",56363032,5,23,1608444719,Th\u01b0\u01a1ng Th\u01b0\u01a1ng
"S\u1ea3n ph\u1ea9m b\u00ean ngo\u00e0i nh\u00ecn \u0111\u1eb9p, nhung b\u00ean trong \u0111\u00e1y l\u00f2 b\u1ecb tr\u1ea7y. Ch\u01b0a s\u1eed d\u1ee5ng n\u00ean chua bi\u1ebft ch\u1ea5t l\u01b0\u1ee3ng m\u00e1y",56363032,4,24,1603784117,Tr\u00e2m Nguy\u1ec5n
Thanh \u0111\u1ec3 xi\u00ean g\u00e0 b\u1ecb l\u1ec7ch. Gi\u1edd m\u00ecnh mu\u1ed1n \u0111\u1ed5i l\u1ea1i thanh kh\u00e1c th\u00ec nh\u01b0 th\u1ebf nao?,56363032,3,25,1602508440,Th\u00eam Tr\u1ea7n
"- S\u1ea3n ph\u1ea9m ch\u1ea1y t\u1ed1t, ch\u1ebf \u0111\u1ed9 ban \u0111\u00eam g\u1ea7n nh\u01b0 kh\u00f4ng ph\u00e1t ra ti\u1ebfng \u1ed3n.\n- T\u00edch h\u1ee3p v\u00f4 \u0111\u01b0\u1ee3c h\u1ec7 th\u1ed1ng nh\u00e0 th\u00f4ng minh v\u00e0 Google Home n\u00ean r\u1ea5t ti\u1ec7n l\u1ee3i.\n- Tuy nhi\u00ean c\u1ea3m bi\u1ebfn 2.5pm c\u00f3 v\u1ebb sao sao \u0111\u00f3, c\u1ea3m gi\u00e1c l\u00e0 kh\u00f4ng \u0111\u01b0\u1ee3c ch\u00ednh x\u00e1c l\u1eafm, \u0111\u00f4i l\u00fac t\u1eeb 50~60 nh\u1ea3y v\u1ecdt l\u00ean 200~300 lu\u00f4n r\u1ed3i 5p sau xu\u1ed1ng l\u1ea1i 50~60.",40960143,5,0,1580620751,Duy
"- M\u00e1y ch\u1ea1y kh\u00e1 kho\u1ebb, m\u00ecnh kh\u00f4ng ng\u1edd m\u00e1y ch\u1ea1y pin l\u1ea1i m\u1ea1nh v\u1eady, h\u00fat \u1ea7m \u1ea7m.\n- M\u00e1y r\u1ea5t g\u1ecdn, nh\u1eb9, m\u00e1y c\u1ea7m tay r\u1ea5t linh ho\u1ea1t, chi\u1ec1u d\u00e0i kho\u1ea3ng 30-40cm th\u00f4i.\n- M\u00e1y ch\u1ec9 ph\u00f9 h\u1ee3p cho vi\u1ec7c h\u00fat t\u00f3c, b\u1ee5i b\u1ea9n tr\u00ean sofa, gi\u01b0\u1eddng, b\u00e0n l\u00e0m vi\u1ec7c...kh\u00f4ng d\u00f9ng cho h\u00fat s\u00e0n nh\u00e0 nh\u01b0 c\u00e1c m\u00e1y ch\u1ea1y c\u00f4ng su\u1ea5t l\u1edbn b\u1eb1ng \u0111i\u1ec7n.\n- Ch\u00fa \u00fd: n\u1ebfu ai c\u00f3 m\u1ee5c \u0111\u00edch d\u00f9ng tr\u00ean oto th\u00ec mua \u0111\u1ea7u s\u1ea1c l\u00e0 USB, n\u1ebfu d\u00f9ng \u1edf nh\u00e0 th\u00ec mua d\u1ea1ng \u1ed5 c\u1eafm nh\u00e9.\n- M\u00ecnh ch\u01b0a th\u1eed d\u00f9ng l\u00e2u, n\u00ean ch\u01b0a bi\u1ebft m\u00e1y nhanh h\u1ebft Pin hay ko, nh\u01b0ng v\u1edbi nhu c\u1ea7u h\u00fat t\u00f3c vs b\u1ee5i b\u1ea9n tr\u00ean b\u00e0n gh\u1ebf th\u00ec c\u0169ng ko c\u1ea7n ph\u1ea3i l\u00e2u.",19577942,5,0,1576028395,Tran Hieu
"Ki\u1ec3u d\u00e1ng \u0111\u1eb9p, m\u00e0n h\u00ecnh hi\u1ec3n th\u1ecb nhi\u1ec1u th\u00f4ng s\u1ed1, qu\u1ea3n l\u00ed qua ph\u1ea7n m\u1ec1m. M\u00ecnh ch\u1ecdn lo\u1ea1i 60m2 h\u00fat cho ph\u00f2ng 20m2 n\u00ean h\u00fat nhanh. L\u00f5i thay th\u1ebf r\u1ebb, d\u1ec5 t\u00ecm.\n C\u00f3 m\u1ed7i ch\u1ebf \u0111\u1ed9 auto ch\u01b0a \u0111c th\u00f4ng minh l\u1eafm, c\u00f2n ch\u1ebf \u0111\u1ed9 sleep th\u00ec qu\u1ea1t d\u01b0\u1ee1ng sinh th\u00f4i n\u00ean ph\u1ea3i linh ho\u1ea1t gi\u1eefa manual-auto",4980313,5,10,1563409170,Nguy\u1ec5n Quang D\u01b0\u01a1ng
"s\u1ea3n ph\u1ea9m gi\u1ed1ng \u1ea3nh, kh\u00e1 to. \u0111\u00e3 d\u00f9ng m\u1ea5y th\u00e1ng ko th\u1ea5y v\u1ea5n \u0111\u1ec1 g\u00ec tuy nhi\u00ean ko c\u1ea3m nh\u1eadn \u0111c s\u1ef1 kh\u00e1c bi\u1ec7t tr\u01b0\u1edbc v\u00e0 sau khi l\u1ecdc\nl\u1ea7n n\u00e0y \u0111\u1eb7c bi\u1ec7t th\u1ea5t v\u1ecdng v\u1edbi d\u1ecbch v\u1ee5 tiki now, giao ch\u1eadm sang t\u1eadn h\u00f4m sau th\u00ec \u0111\u00e3 \u0111\u00e0nh. m\u00ecnh ph\u1ea3i g\u1ecdi 4,5 cu\u1ed9c ch\u1ec9 \u0111\u1ec3 h\u1ecfi c\u00f3 giao k\u1ecbp ko \u0111\u1ec3 m\u00ecnh c\u00f2n ch\u1edd m\u00e0 ch\u1ec9 v\u00e2ng d\u1ea1 r\u1ed3i c\u0169ng ko c\u00f3 ph\u1ea3n h\u1ed3i.\n\u0111\u00e3 quy\u1ebft \u0111\u1ecbnh kh\u00f4ng gia h\u1ea1n tikinow.",4980313,1,11,1585634354,H\u1eefu C\u01b0\u01a1ng
